yyyy-mm-dd hh:mm:ss,DELTA_ENERGY,GRID_ENERGY,CHARGE_LEVEL
2020-06-04 08:00:00,39.66,0.0,12236.759999999998
2020-06-04 08:15:00,195.56999999999996,0.0,12432.329999999998
2020-06-04 08:30:00,64.80000000000001,0.0,12497.129999999997
2020-06-04 08:45:00,41.73000000000002,0.0,12538.859999999997
2020-06-04 09:00:00,6.179999999999978,0.0,12545.039999999997
2020-06-04 09:15:00,206.21999999999994,0.0,12751.259999999997
2020-06-04 09:30:00,341.43000000000006,0.0,13092.689999999997
2020-06-04 09:45:00,355.8599999999999,0.0,13448.549999999997
2020-06-04 10:00:00,26.909999999999968,0.0,13475.459999999997
2020-06-04 10:15:00,19.469999999999914,0.0,13494.929999999997
2020-06-04 10:30:00,337.0499999999999,0.0,13831.979999999996
2020-06-04 10:45:00,483.92999999999995,0.0,14315.909999999996
2020-06-04 11:00:00,425.03999999999985,0.0,14740.949999999995
2020-06-04 11:15:00,498.05999999999995,-259.05000000000473,15000.0
2020-06-04 11:30:00,419.28,0.0,15000.0
2020-06-04 11:45:00,389.43,0.0,15000.0
2020-06-04 12:00:00,221.93999999999988,0.0,15000.0
2020-06-04 12:15:00,135.86999999999995,0.0,15000.0
2020-06-04 12:30:00,286.17,0.0,15000.0
2020-06-04 12:45:00,243.48000000000002,0.0,15000.0
2020-06-04 13:00:00,121.05000000000001,0.0,15000.0
2020-06-04 13:15:00,122.75999999999999,0.0,15000.0
2020-06-04 13:30:00,118.19999999999993,0.0,15000.0
2020-06-04 13:45:00,452.2200000000001,0.0,15000.0
2020-06-04 14:00:00,530.4899999999999,0.0,15000.0
2020-06-04 14:15:00,119.75999999999999,0.0,15000.0
2020-06-04 14:30:00,44.370000000000005,0.0,15000.0
2020-06-04 14:45:00,27.480000000000018,0.0,15000.0
2020-06-04 15:00:00,-83.97,0.0,14916.03
2020-06-04 15:15:00,-194.01000000000005,0.0,14722.02
2020-06-04 15:30:00,-173.55,0.0,14548.470000000001
2020-06-04 15:45:00,-146.85000000000002,0.0,14401.62
2020-06-04 16:00:00,-224.64000000000004,0.0,14176.980000000001
2020-06-04 16:15:00,-217.56,0.0,13959.420000000002
2020-06-04 16:30:00,-196.58999999999997,0.0,13762.830000000002
2020-06-04 16:45:00,-165.75000000000003,0.0,13597.080000000002
2020-06-04 17:00:00,-93.24000000000004,0.0,13503.840000000002
2020-06-04 17:15:00,-50.91,0.0,13452.930000000002
2020-06-04 17:30:00,-147.72000000000003,0.0,13305.210000000003
2020-06-04 17:45:00,-148.77,0.0,13156.440000000002
2020-06-04 18:00:00,-219.6,0.0,12936.840000000002
2020-06-04 18:15:00,-237.29999999999998,0.0,12699.540000000003
2020-06-04 18:30:00,-237.39,0.0,12462.150000000003
2020-06-04 18:45:00,-227.82000000000002,0.0,12234.330000000004
2020-06-04 19:00:00,-215.22000000000003,0.0,12019.110000000004
2020-06-04 19:15:00,-235.76999999999998,0.0,11783.340000000004
2020-06-04 19:30:00,-220.68000000000004,0.0,11562.660000000003
2020-06-04 19:45:00,-193.26000000000002,0.0,11369.400000000003
2020-06-04 20:00:00,-134.49,0.0,11234.910000000003
2020-06-04 20:15:00,-95.28000000000002,0.0,11139.630000000003
2020-06-04 20:30:00,-85.05000000000001,0.0,11054.580000000004
2020-06-04 20:45:00,-104.67,0.0,10949.910000000003
2020-06-04 21:00:00,-78.11999999999999,0.0,10871.790000000003
2020-06-04 21:15:00,-64.05,0.0,10807.740000000003
2020-06-04 21:30:00,-68.25,0.0,10739.490000000003
2020-06-04 21:45:00,-78.75,0.0,10660.740000000003
2020-06-04 22:00:00,-61.95,0.0,10598.790000000003
2020-06-04 22:15:00,-77.7,0.0,10521.090000000002
2020-06-04 22:30:00,-58.800000000000004,0.0,10462.290000000003
2020-06-04 22:45:00,-73.5,0.0,10388.790000000003
2020-06-04 23:00:00,-101.85000000000001,0.0,10286.940000000002
2020-06-04 23:15:00,-85.05,0.0,10201.890000000003
2020-06-04 23:30:00,-79.8,0.0,10122.090000000004
2020-06-04 23:45:00,-67.2,0.0,10054.890000000003
2020-06-05 00:00:00,-81.9,0.0,9972.990000000003
2020-06-05 00:15:00,-63.0,0.0,9909.990000000003
2020-06-05 00:30:00,-50.400000000000006,0.0,9859.590000000004
2020-06-05 00:45:00,-52.5,0.0,9807.090000000004
2020-06-05 01:00:00,-76.65,0.0,9730.440000000004
2020-06-05 01:15:00,-58.800000000000004,0.0,9671.640000000005
2020-06-05 01:30:00,-45.15,0.0,9626.490000000005
2020-06-05 01:45:00,-31.5,0.0,9594.990000000005
2020-06-05 02:00:00,-51.45,0.0,9543.540000000005
2020-06-05 02:15:00,-37.800000000000004,0.0,9505.740000000005
2020-06-05 02:30:00,-40.95,0.0,9464.790000000005
2020-06-05 02:45:00,-19.95,0.0,9444.840000000004
2020-06-05 03:00:00,-37.800000000000004,0.0,9407.040000000005
2020-06-05 03:15:00,-37.800000000000004,0.0,9369.240000000005
2020-06-05 03:30:00,-38.85,0.0,9330.390000000005
2020-06-05 03:45:00,-38.85,0.0,9291.540000000005
2020-06-05 04:00:00,-39.9,0.0,9251.640000000005
2020-06-05 04:15:00,-48.300000000000004,0.0,9203.340000000006
2020-06-05 04:30:00,-59.85,0.0,9143.490000000005
2020-06-05 04:45:00,-73.5,0.0,9069.990000000005
2020-06-05 05:00:00,-49.35,0.0,9020.640000000005
2020-06-05 05:15:00,-56.7,0.0,8963.940000000004
2020-06-05 05:30:00,-72.33,0.0,8891.610000000004
2020-06-05 05:45:00,-98.19000000000001,0.0,8793.420000000004
2020-06-05 06:00:00,-99.09,0.0,8694.330000000004
2020-06-05 06:15:00,-108.57000000000001,0.0,8585.760000000004
2020-06-05 06:30:00,-119.04,0.0,8466.720000000003
2020-06-05 06:45:00,-101.58,0.0,8365.140000000003
2020-06-05 07:00:00,-87.48,0.0,8277.660000000003
2020-06-05 07:15:00,-96.24,0.0,8181.420000000004
2020-06-05 07:30:00,-140.13,0.0,8041.290000000004
2020-06-05 07:45:00,-78.63000000000001,0.0,7962.6600000000035
2020-06-05 08:00:00,-92.04000000000002,0.0,7870.6200000000035
2020-06-05 08:15:00,-90.6,0.0,7780.020000000003
2020-06-05 08:30:00,-73.47000000000003,0.0,7706.550000000003
2020-06-05 08:45:00,-167.52000000000004,0.0,7539.0300000000025
2020-06-05 09:00:00,-158.97000000000003,0.0,7380.060000000002
2020-06-05 09:15:00,-110.16000000000003,0.0,7269.900000000002
2020-06-05 09:30:00,-131.97000000000003,0.0,7137.930000000002
2020-06-05 09:45:00,-171.09000000000003,0.0,6966.840000000002
2020-06-05 10:00:00,-84.18,0.0,6882.660000000002
2020-06-05 10:15:00,-29.04000000000005,0.0,6853.620000000002
2020-06-05 10:30:00,65.88,0.0,6919.500000000002
2020-06-05 10:45:00,174.08999999999995,0.0,7093.590000000002
2020-06-05 11:00:00,73.38,0.0,7166.970000000002
2020-06-05 11:15:00,140.72999999999996,0.0,7307.700000000002
2020-06-05 11:30:00,298.88999999999993,0.0,7606.590000000002
2020-06-05 11:45:00,-146.45999999999998,0.0,7460.130000000002
2020-06-05 12:00:00,-88.02000000000004,0.0,7372.1100000000015
2020-06-05 12:15:00,48.089999999999975,0.0,7420.200000000002
2020-06-05 12:30:00,78.86999999999995,0.0,7499.0700000000015
2020-06-05 12:45:00,88.64999999999992,0.0,7587.720000000001
2020-06-05 13:00:00,-146.34000000000003,0.0,7441.380000000001
2020-06-05 13:15:00,-42.90000000000006,0.0,7398.480000000001
2020-06-05 13:30:00,19.769999999999925,0.0,7418.250000000001
2020-06-05 13:45:00,330.03,0.0,7748.280000000001
2020-06-05 14:00:00,251.96999999999997,0.0,8000.250000000001
2020-06-05 14:15:00,-120.57000000000002,0.0,7879.680000000001
2020-06-05 14:30:00,-180.42000000000002,0.0,7699.260000000001
2020-06-05 14:45:00,-216.66000000000003,0.0,7482.600000000001
2020-06-05 15:00:00,60.77999999999997,0.0,7543.380000000001
